"Column1","Column2","Correlation"
"ClassChange200Period","DailyConsecChange100Period",0.0414308831095695
"Month.Mar","DailyChange10Period",0.0414035208523273
"DailyRSI","DailyConsecChange1Period",-0.0413388684391975
"Month.Jul","DailyChange200Period",0.0413049049675465
"DailyChange200Period","DailyConsecChange5Period",0.041304886341095
"ConsecChange100Period","DailyChange200Period",0.0412644594907761
"Month.Feb","DailyClassChangeSlowRSI",0.0412579253315926
"Month.Aug","Change50Period",-0.0411985814571381
"DailyChangeEMA","DailyConsecChangeRSI",-0.0410028174519539
"Month.Jul","Change200Period",0.0409875400364399
"Month.May","DailyConsecChangeSlowRSI",0.0409261174499989
"ClassChange100Period","DailyConsecChange5Period",0.0409082658588886
"ClassChangeMACD","ConsecChange50Period",-0.0409053638577461
"Month.Nov","DailyChange25Period",-0.0408906750380993
"DailyConsecChange1Period","DailyConsecChange5Period",0.0408798865973949
"Month.May","DailyClassChange200Period",0.0408476814627647
"ConsecChange100Period","DailyChangeEMA",-0.0408437289297581
"ClassChange50Period","DailyConsecChangeSlowRSI",0.0407889671623707
"DailyChange10Period","DailyConsecChangeRSI",-0.0407661460340023
"ClassChangeEMA","DailyChangeEMA",0.0407645665109158
"Change100Period","DailyConsecChangeEMA",0.0407093279063702
"DailyClassChangeSlowRSI","DailyConsecChangeEMA",0.040689293295145
"MACD","DailyChange200Period",0.0406480506062508
"Month.Dec","DailyClassChange25Period",-0.0405329540371895
"DailyChangeRSI","DailyChangeMACD",0.0404987744987011
"Month.Oct","DailyConsecChangeMACD",0.0404975675046444
"DailyChangeSlowRSI","DailyConsecChange5Period",-0.0404705554246902
"ConsecChangeRSI","ConsecChangeSlowRSI",0.0404585637152195
"Month.Oct","DailyClassChange5Period",0.0403859801590443
"Change10Period","DailyChange5Period",0.0403268374502659
"ChangeSlowRSI","ClassChange50Period",0.0403249971568584
"ConsecChange100Period","DailyChange5Period",-0.0403150916099548
"ConsecChangeEMA","DailyConsecChangeSlowRSI",-0.0402758419513702
"Month.Feb","ConsecChange200Period",-0.0402083247900009
"Month.May","DailyConsecChange100Period",-0.040173202753067
"ConsecChange25Period","DailyConsecChange10Period",-0.040137343108654
"Month.Jun","DailyConsecChangeRSI",0.0401315167546272
"Month.Feb","DailyChange10Period",0.0401152558624744
"Month.Mar","DailyConsecChange5Period",-0.0401072800159454
"ChangeSlowRSI","DailySlowRSI",-0.0400893911719322
"DailyMACD","DailyConsecChange25Period",-0.0400804728269577
"Month.Apr","DailyChangeSlowRSI",0.0400343649089336
"Day.Mon","Day.Sat",-0.0400204509496689
"Day.Sat","Day.Wed",-0.0400070250034332
"Day.Sat","Day.Thu",-0.0399516187608242
"Day.Sat","Day.Tue",-0.0399465821683407
"Month.Oct","DailyClassChangeEMA",0.0398957766592503
"DailyChange10Period","DailyConsecChange5Period",0.0398204922676086
"Month.Feb","DailyChange100Period",-0.0398093611001968
"Month.Apr","ClassChange50Period",0.039807990193367
"ClassChange200Period","DailyConsecChange1Period",-0.0397959500551224
"DailyClassChange100Period","DailyConsecChange5Period",0.0397689677774906
"DailyClassChange10Period","DailyConsecChangeRSI",-0.0396938845515251
"ConsecChange50Period","ChangeFuture10",-0.0395948365330696
"Month.Feb","DailyClassChange5Period",0.0395599566400051
"Month.Jul","DailyClassChange5Period",0.0395391695201397
"ClassChangeRSI","ConsecChange1Period",-0.0395004488527775
"DailyClassChangeRSI","DailyClassChangeMACD",0.03935182467103
"Month.Apr","Change25Period",0.0393063202500343
"Change100Period","DailyConsecChange1Period",-0.0392957665026188
"Month.Jun","DailyConsecChange1Period",0.0392829217016697
"DailyConsecChange1Period","DailyConsecChange10Period",-0.0392361022531986
"DailyChange5Period","DailyConsecChangeSlowRSI",0.0391636714339256
"Change200Period","DailyConsecChangeRSI",-0.039156399667263
"Month.Jun","DailyChange10Period",0.0390494875609875
"SlowRSI","DailyClassChangeMACD",0.0389832630753517
"Change25Period","DailySlowRSI",0.038979921489954
"ClassChangeSlowRSI","DailyMACD",-0.038860809057951
"Month.Sep","DailyClassChangeMACD",0.0388471111655235
"DailyClassChange50Period","DailyConsecChangeEMA",0.0388462282717228
"ClassChange25Period","DailyChange200Period",0.0388198383152485
"Month.Dec","DailyChange25Period",-0.0388085655868053
"Month.Sep","DailyChange25Period",-0.0388074778020382
"Month.Apr","ClassChange25Period",0.0386410057544708
"ChangeRSI","DailyRSI",-0.0385849513113499
"ClassChangeSlowRSI","DailyChange50Period",-0.0385367684066296
"Month.Oct","ChangeFuture200",0.0384960249066353
"Month.Jul","DailyChangeSlowRSI",0.0384345725178719
"ConsecChange5Period","ConsecChange100Period",-0.038387943059206
"DailyChange200Period","DailyConsecChangeEMA",0.0383714586496353
"ConsecChange25Period","DailyConsecChange25Period",-0.0382958129048347
"Month.Nov","Change50Period",-0.0382692851126194
"Day.Sun","Time.10.00.00",-0.0382667668163776
"ConsecChange10Period","ConsecChange100Period",-0.038153987377882
"MACD","ClassChangeRSI",0.038096196949482
"Month.May","DailyConsecChange25Period",0.0380279235541821
"Change200Period","ClassChangeRSI",0.0380223579704762
"Day.Sun","Time.00.00.00",-0.0380060710012913
"Month.Aug","DailySlowRSI",-0.0380055382847786
"Day.Sun","Time.08.00.00",-0.0379975736141205
"Day.Sun","Time.04.00.00",-0.0379890725016594
"DailyClassChange25Period","DailyConsecChangeMACD",-0.0379535108804703
"ConsecChange200Period","DailyChange100Period",0.0378788821399212
"Change25Period","ChangeRSI",0.0378762371838093
"Month.May","Change25Period",-0.0378489531576633
"ConsecChange200Period","DailyClassChange5Period",0.0377944484353065
"Month.Feb","DailyConsecChange25Period",-0.0377933904528618
"Month.Feb","DailyChangeEMA",0.0376846604049206
"Day.Sun","Time.05.00.00",-0.0376690961420536
"Day.Sun","Time.03.00.00",-0.0376605466008186
"Day.Sun","Time.09.00.00",-0.0376519933342934
"DailyClassChange200Period","DailyConsecChange50Period",-0.0376233235001564
"Month.Apr","DailyChange200Period",0.037587646394968
"Day.Fri","Day.Sat",-0.0375435575842857
"ClassChangeEMA","DailyClassChangeSlowRSI",0.0374170728027821
"Day.Sat","DailyConsecChange200Period",0.0373832732439041
"Day.Sun","Time.02.00.00",-0.0373749136924744
"Day.Sun","Time.06.00.00",-0.0373663194477558
"ConsecChange100Period","DailyClassChange25Period",-0.0373648293316364
"DailyChange200Period","DailyConsecChange10Period",-0.0373495183885098
"Day.Sun","Time.12.00.00",-0.037340521812439
"Day.Sun","Time.11.00.00",-0.0373061075806618
"DailyChange50Period","ChangeFuture100",0.0372914783656597
"Month.Aug","MACD",-0.0372703708708286
"ConsecChangeEMA","DailyConsecChange5Period",-0.0372659116983414
"Month.Jul","DailyChange25Period",0.0372308380901814
"ConsecChangeEMA","DailyConsecChange200Period",0.0371810793876648
"Month.Oct","ClassChange100Period",0.0371619611978531
"ClassChange25Period","DailySlowRSI",0.0371592566370964
"ChangeMACD","ClassChangeMACD",0.0371216349303722
"Change200Period","ConsecChange100Period",-0.0370939746499062
"Day.Sun","Time.07.00.00",-0.0370810106396675
"DailyRSI","DailyConsecChange25Period",0.0370245091617107
"Day.Sun","Time.14.00.00",-0.0370205007493496
"DailyRSI","DailyClassChangeMACD",0.0370131395757198
"DailyClassChange1Period","DailyClassChangeMACD",0.0370057374238968
"Day.Fri","ConsecChange10Period",-0.0369495376944542
"MACD","ConsecChange10Period",-0.0369166769087315
"Month.May","DailyClassChange1Period",-0.0369137153029442
"Month.Nov","DailyClassChange5Period",-0.0368941426277161
"ClassChangeMACD","ConsecChange10Period",0.0368695333600044
"Month.Nov","DailyConsecChange200Period",-0.0368533208966255
"Month.Feb","Change200Period",0.0368271842598915
"ConsecChange10Period","ConsecChange200Period",-0.0368248112499714
"Day.Sat","ClassChangeRSI",-0.0367726869881153
"DailyChange50Period","DailyConsecChange25Period",0.0367541611194611
"Day.Sun","Time.13.00.00",-0.0367178693413734
"DailyMACD","DailyConsecChangeMACD",-0.036686647683382
"RSI","DailyConsecChangeSlowRSI",0.0366493612527847
"Month.Sep","DailyMACD",-0.036642748862505
"DailyChange50Period","DailyConsecChange5Period",0.0366376601159573
"ClassChangeSlowRSI","DailyClassChange50Period",-0.0365719385445118
"Month.Oct","DailyChange100Period",-0.0365686379373074
"Month.Mar","DailyChange50Period",0.0365564450621605
"ConsecChange200Period","DailyRSI",0.0365241579711437
"ChangeEMA","DailyClassChangeEMA",0.0365033224225044
"DailyChange25Period","DailyConsecChangeMACD",-0.0365009307861328
"Month.Aug","DailyConsecChange25Period",-0.0364971347153187
"DailyClassChange50Period","DailyConsecChangeMACD",-0.036476906388998
"Month.Dec","ConsecChangeEMA",-0.0364205576479435
"Month.Jun","Change200Period",0.0364040434360504
"Day.Sun","Time.15.00.00",-0.0363979451358318
"Month.Mar","DailyClassChange25Period",0.0363919213414192
"Month.Jan","ConsecChange50Period",-0.0363890714943409
"Month.May","ChangeFuture25",-0.0363303907215595
"Month.Jul","ChangeFuture200",0.0363209284842014
"Change200Period","ClassChange1Period",0.0363046787679195
"ConsecChange50Period","DailyConsecChange25Period",-0.0362581685185432
"Month.Apr","DailyClassChangeRSI",0.0362542867660522
"Time.00.00.00","ConsecChange5Period",-0.0361662209033966
"Day.Sun","Time.01.00.00",-0.036130752414465
"ConsecChange100Period","ChangeFuture200",-0.0360447131097317
"Month.Jan","DailyConsecChangeMACD",-0.0360346511006355
"MACD","ClassChange1Period",0.0360026024281979
"ConsecChange5Period","DailyClassChangeMACD",-0.0359581671655178
"ChangeRSI","DailyChange10Period",-0.035952977836132
"Day.Thu","ConsecChange1Period",-0.0359091050922871
"Month.May","DailyChangeRSI",-0.0358114279806614
"Month.Apr","DailyClassChange1Period",0.0357869602739811
"Time.01.00.00","ConsecChange5Period",-0.0357864573597908
"Day.Tue","DailyConsecChangeSlowRSI",0.0357778668403625
"ConsecChange1Period","DailyChange200Period",0.0356976315379143
"Change50Period","ClassChangeSlowRSI",0.0356931760907173
"Day.Tue","DailyClassChange1Period",0.0356318317353725
"Month.Aug","DailyConsecChange200Period",-0.0355851203203201
"ConsecChange25Period","DailyConsecChange200Period",0.035535279661417
"Day.Mon","DailyConsecChange1Period",0.0355292707681656
"Month.Nov","SlowRSI",-0.035473994910717
"Month.Oct","DailyChange50Period",-0.0353942401707172
"Month.Dec","DailyConsecChange25Period",-0.035335149616003
"Month.Jan","ChangeFuture100",-0.0353023372590542
"ConsecChange1Period","DailyClassChange1Period",-0.0352158918976784
"Month.Jul","Change100Period",0.0351917520165443
"ConsecChange50Period","DailyConsecChange50Period",-0.0351880788803101
"DailyChange100Period","DailyClassChangeMACD",0.0351625978946686
"Day.Fri","DailyConsecChangeEMA",-0.0350517481565475
"Month.Feb","ChangeFuture200",0.034934040158987
"ConsecChange50Period","DailyClassChange25Period",-0.034933153539896
"Month.Jul","DailyChange5Period",0.0349289625883102
"ChangeRSI","ClassChange25Period",0.0349147692322731
"Day.Tue","DailyClassChangeRSI",0.034610815346241
"Month.May","ClassChangeEMA",-0.0344983525574207
"Month.Apr","ChangeFuture25",0.0344179421663284
"Month.May","DailyClassChangeRSI",-0.0343582220375538
"ConsecChange100Period","DailyMACD",-0.034356277436018
"Month.Aug","DailyConsecChangeMACD",0.0343028232455254
"Month.Nov","DailyConsecChange25Period",0.0342721119523048
"Month.Jul","DailyConsecChange5Period",-0.0342436991631985
"Month.Aug","DailyChange1Period",-0.0342199169099331
"Day.Sun","ClassChange5Period",-0.0342024862766266
"DailyRSI","DailyConsecChangeMACD",-0.0341545529663563
"DailyRSI","DailyConsecChangeRSI",-0.0340656526386738
"Day.Mon","ConsecChange1Period",-0.0340520031750202
"ChangeSlowRSI","DailyChange100Period",-0.0339335836470127
"DailyClassChange100Period","ChangeFuture50",0.033903893083334
"Month.Feb","DailyClassChange100Period",-0.0339005365967751
"Month.Feb","DailyChange200Period",-0.033844381570816
"Change25Period","ChangeFuture25",-0.0336485579609871
"Time.23.00.00","ClassChangeMACD",-0.0336469262838364
"ConsecChange100Period","DailyConsecChange50Period",-0.0336317792534828
"DailyClassChangeEMA","DailyConsecChange1Period",-0.0336181223392487
"DailyChange1Period","DailyClassChange200Period",0.0336078852415085
"Month.Jul","ChangeFuture100",0.0335603952407837
"DailyChange1Period","ChangeFuture25",0.0334880165755749
"ConsecChange100Period","ChangeFuture100",-0.0334808267652988
"Day.Fri","DailyConsecChange5Period",-0.0334371142089367
"Month.Nov","ChangeFuture50",-0.0334265232086182
"DailyClassChange10Period","DailyConsecChange10Period",0.03342155367136
"ChangeSlowRSI","ConsecChangeSlowRSI",-0.0333794802427292
"DailyChangeRSI","DailyConsecChange25Period",0.0332016833126545
"Month.Feb","DailyChange5Period",0.0331876315176487
"Day.Sun","DailyClassChange200Period",0.0331721119582653
"DailyClassChange5Period","DailyConsecChange1Period",-0.0331161506474018
"Change25Period","DailyChange200Period",0.0331151969730854
"Month.Feb","DailyConsecChange1Period",-0.0331104435026646
"ClassChange100Period","ConsecChange200Period",0.0330649502575397
"Day.Tue","DailyConsecChangeEMA",0.0330567136406898
"ChangeSlowRSI","DailyClassChange100Period",-0.033038217574358
"Change25Period","ConsecChange10Period",-0.0330215990543365
"ClassChange200Period","ClassChangeRSI",0.0330114252865314
"Day.Sun","ClassChange1Period",-0.0329712517559528
"Month.Dec","DailyClassChange100Period",-0.032952569425106
"DailyChange1Period","DailyChangeMACD",0.0329493694007397
"Month.Feb","ClassChange200Period",0.0329272262752056
"Day.Sat","ConsecChange50Period",0.0329002253711224
"Time.22.00.00","ClassChangeMACD",-0.0328851006925106
"Day.Mon","DailyChangeRSI",-0.0328524075448513
"Month.Jul","ClassChange100Period",0.0328483656048775
"Month.May","DailyChange1Period",-0.0327972508966923
"DailyClassChangeSlowRSI","DailyConsecChange1Period",-0.0327650010585785
"ClassChangeEMA","DailyClassChangeEMA",0.0326835922896862
"ConsecChange200Period","DailyChangeSlowRSI",-0.032617162913084
"ChangeRSI","DailyClassChange10Period",-0.0325841978192329
"SlowRSI","ConsecChange25Period",0.032572191208601
"DailyChange100Period","DailyConsecChangeEMA",0.0325276218354702
"DailyConsecChange50Period","DailyConsecChangeSlowRSI",-0.0325036272406578
"DailyChange5Period","DailyConsecChange100Period",0.032500721514225
"ConsecChange5Period","ConsecChangeRSI",0.0324555858969688
"Change200Period","DailyConsecChange5Period",0.0324249304831028
"Month.Apr","DailyChange1Period",0.0323913544416428
"DailyChange25Period","DailyClassChangeMACD",0.032281469553709
"Day.Fri","ConsecChange1Period",-0.0322506688535213
"ConsecChange200Period","DailySlowRSI",0.0321873165667057
"ChangeEMA","DailyChange10Period",0.0320924781262875
"ConsecChange1Period","DailyConsecChange200Period",0.0320661514997482
"Month.Nov","DailyConsecChangeRSI",0.0320384129881859
"DailyConsecChange25Period","DailyConsecChange100Period",-0.0320174880325794
"ClassChangeSlowRSI","ClassChangeMACD",0.0319609008729458
"Month.Aug","Change25Period",-0.0319404378533363
"DailyClassChange200Period","DailyConsecChange100Period",0.0319332554936409
"ClassChange1Period","ClassChange200Period",0.0319301076233387
"Day.Thu","DailyConsecChangeSlowRSI",-0.0319193787872791
"Month.Mar","DailyChange5Period",0.0318574830889702
"Month.Aug","ClassChange50Period",-0.031825102865696
"DailyChangeRSI","DailyClassChangeMACD",-0.0317912437021732
"Change10Period","DailyClassChangeEMA",0.0317804627120495
"ClassChange50Period","ClassChangeSlowRSI",0.0317743681371212
"Change50Period","ConsecChange10Period",-0.0317710153758526
"Month.Oct","SlowRSI",0.0316651128232479
"ConsecChange50Period","DailySlowRSI",-0.0316045209765434
"Change50Period","DailyChangeMACD",0.0315965376794338
"Month.Sep","DailyConsecChangeRSI",0.0315930433571339
"ChangeEMA","DailyRSI",0.0315349996089935
"DailyClassChangeEMA","DailyConsecChange200Period",0.0314634814858437
"DailyChange50Period","DailyChangeSlowRSI",0.0313654281198978
"Month.Nov","RSI",-0.0313457772135735
"Month.Nov","MACD",-0.0309726521372795
"DailyChange5Period","DailyConsecChangeRSI",-0.0309634152799845
"ConsecChange50Period","ConsecChangeMACD",0.0309245456010103
"Month.Feb","Change100Period",0.0309082176536322
"ClassChange200Period","DailyConsecChangeRSI",-0.030868424102664
"ClassChange5Period","ClassChangeMACD",0.0308389682322741
"Day.Sun","DailyClassChange1Period",-0.0308187771588564
"ConsecChange10Period","DailyConsecChangeEMA",-0.0308093540370464
"MACD","ChangeFuture25",-0.0307857990264893
"ConsecChange100Period","DailyChange10Period",-0.0307739078998566
"DailyClassChange50Period","DailyConsecChangeSlowRSI",-0.0307364445179701
"ConsecChange50Period","ChangeFuture100",-0.03071547485888
"ConsecChange10Period","DailyConsecChangeSlowRSI",-0.0307007003575563
"Month.Jun","ClassChange200Period",0.0306306034326553
"ConsecChange200Period","ConsecChangeSlowRSI",-0.0306250266730785
"ConsecChange100Period","DailyChange25Period",-0.0305973924696445
"Month.Mar","ChangeFuture50",0.0305790305137634
"DailyChange100Period","ChangeFuture50",0.0305692367255688
"Month.Nov","DailyChange1Period",-0.0305648446083069
"ClassChangeEMA","DailyChange5Period",0.0305477324873209
"ConsecChange25Period","DailyConsecChangeMACD",-0.0305012110620737
"Month.Oct","DailyChangeRSI",0.0304555930197239
"DailyClassChange100Period","DailyConsecChange1Period",-0.0304484516382217
"ConsecChangeMACD","DailyConsecChange5Period",-0.0304399356245995
"Month.Nov","DailyConsecChange1Period",0.0303991194814444
"MACD","DailyClassChange200Period",0.0303835086524487
"Day.Tue","DailyConsecChange5Period",0.0303404424339533
"Time.05.00.00","ConsecChangeMACD",0.0302710942924023
"DailyChangeMACD","ChangeFuture200",-0.0302445776760578
"DailyChangeSlowRSI","DailyConsecChange200Period",-0.0302429627627134
"Month.Oct","ChangeFuture100",0.0302096214145422
"Month.Dec","DailyClassChange5Period",-0.0302051715552807
"Month.May","ClassChange10Period",-0.0302012953907251
"RSI","ConsecChange25Period",0.0301556140184402
"DailyRSI","DailyConsecChangeSlowRSI",0.030138423666358
"ClassChangeEMA","DailyChange10Period",0.0301149170845747
"DailyConsecChange100Period","DailyConsecChangeMACD",-0.030026450753212
"ClassChange25Period","ConsecChange25Period",0.0300166066735983
"Day.Fri","ConsecChangeSlowRSI",-0.0299867130815983
"ChangeSlowRSI","ConsecChange1Period",-0.0299389660358429
"Month.Apr","DailyConsecChange200Period",0.0299237500876188
"Month.Jan","ChangeFuture50",-0.0299090407788754
"DailyClassChange100Period","DailyConsecChangeRSI",-0.0298914797604084
"ConsecChange200Period","ConsecChangeMACD",-0.0298739708960056
"Month.Sep","DailyClassChange50Period",-0.0298718437552452
"Month.Mar","DailyChange200Period",-0.0298176649957895
"Month.Dec","ConsecChange10Period",-0.0297803301364183
"ConsecChangeEMA","DailyClassChangeMACD",-0.0297462847083807
"DailyChangeEMA","DailyConsecChange5Period",0.0297287311404943
"ChangeEMA","DailyClassChange5Period",0.0297108851373196
"Month.Aug","ConsecChange50Period",0.0296830181032419
"Month.Aug","ChangeFuture25",-0.0296787992119789
